document_id,project_id,document_type,document_date,amount,contractor,location,file_path,extracted_text,status
DOC00525,P00525,Sanction Letter,2025-11-21,1521000.0,Contractor_037,"Rajkot, Gujarat",,"Document for project P00525. Type: Sanction Letter. Amount: 1521000.0. Contractor: Contractor_037. Location: Rajkot, Gujarat.",In Progress
DOC00526,P00526,Utilization Certificate,2024-12-02,946000.0,Different Contractor,"Thrissur, Kerala",,"Document for project P00526. Type: Utilization Certificate. Amount: 946000.0. Contractor: Different Contractor. Location: Thrissur, Kerala.",In Progress
DOC00527,P00527,Completion Certificate,2025-03-12,468000.0,Contractor_019,"Aurangabad, Maharashtra",,"Document for project P00527. Type: Completion Certificate. Amount: 468000.0. Contractor: Contractor_019. Location: Aurangabad, Maharashtra.",In Progress
DOC00528,P00528,Inspection Report,2025-12-19,1987000.0,Contractor_024,"Thrissur, Kerala",,"Document for project P00528. Type: Inspection Report. Amount: 1987000.0. Contractor: Contractor_024. Location: Thrissur, Kerala.",Completed
DOC00529,P00529,Sanction Letter,2024-10-09,2352000.0,Contractor_057,"Jodhpur, Rajasthan",,"Document for project P00529. Type: Sanction Letter. Amount: 2352000.0. Contractor: Contractor_057. Location: Jodhpur, Rajasthan.",Delayed
DOC00530,P00530,Utilization Certificate,2025-04-27,427000.0,Contractor_007,"Cuttack, Odisha",,"Document for project P00530. Type: Utilization Certificate. Amount: 427000.0. Contractor: Contractor_007. Location: Cuttack, Odisha.",In Progress
DOC00531,P00531,Completion Certificate,2024-02-06,2651000.0,Contractor_042,"Surat, Gujarat",,"Document for project P00531. Type: Completion Certificate. Amount: 2651000.0. Contractor: Contractor_042. Location: Surat, Gujarat.",Delayed
DOC00532,P00532,Inspection Report,2024-10-09,854000.0,Contractor_005,"Vadodara, Gujarat",,"Document for project P00532. Type: Inspection Report. Amount: 854000.0. Contractor: Contractor_005. Location: Vadodara, Gujarat.",In Progress
DOC00533,P00533,Sanction Letter,2025-05-31,683000.0,Contractor_023,"Krishna, Andhra Pradesh",,"Document for project P00533. Type: Sanction Letter. Amount: 683000.0. Contractor: Contractor_023. Location: Krishna, Andhra Pradesh.",In Progress
DOC00534,P00534,Utilization Certificate,2024-05-14,1286000.0,Contractor_018,"Nagpur, Maharashtra",,"Document for project P00534. Type: Utilization Certificate. Amount: 1286000.0. Contractor: Contractor_018. Location: Nagpur, Maharashtra.",Completed
DOC00535,P00535,Completion Certificate,2025-03-25,357000.0,Contractor_009,"Tirupati, Andhra Pradesh",,"Document for project P00535. Type: Completion Certificate. Amount: 357000.0. Contractor: Contractor_009. Location: Tirupati, Andhra Pradesh.",Delayed
DOC00536,P00536,Inspection Report,2024-04-23,2893000.0,Contractor_048,"Kozhikode, Kerala",,"Document for project P00536. Type: Inspection Report. Amount: 2893000.0. Contractor: Contractor_048. Location: Kozhikode, Kerala.",Delayed
DOC00537,P00537,Sanction Letter,2025-01-30,443000.0,Contractor_015,"Mysuru, Karnataka",,"Document for project P00537. Type: Sanction Letter. Amount: 443000.0. Contractor: Contractor_015. Location: Mysuru, Karnataka.",Delayed
DOC00538,P00538,Utilization Certificate,2024-07-29,444000.0,Contractor_014,"Tirupati, Andhra Pradesh",,"Document for project P00538. Type: Utilization Certificate. Amount: 444000.0. Contractor: Contractor_014. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00539,P00539,Completion Certificate,2024-05-05,2417000.0,Contractor_015,"Ganjam, Odisha",,"Document for project P00539. Type: Completion Certificate. Amount: 2417000.0. Contractor: Contractor_015. Location: Ganjam, Odisha.",Delayed
DOC00540,P00540,Inspection Report,2024-02-08,1939000.0,Contractor_060,"Kozhikode, Kerala",,"Document for project P00540. Type: Inspection Report. Amount: 1939000.0. Contractor: Contractor_060. Location: Kozhikode, Kerala.",In Progress
DOC00541,P00541,Sanction Letter,2025-08-13,782000.0,Contractor_029,"Krishna, Andhra Pradesh",,"Document for project P00541. Type: Sanction Letter. Amount: 782000.0. Contractor: Contractor_029. Location: Krishna, Andhra Pradesh.",In Progress
DOC00542,P00542,Utilization Certificate,2024-07-06,750000.0,Contractor_038,"Tirupati, Andhra Pradesh",,"Document for project P00542. Type: Utilization Certificate. Amount: 750000.0. Contractor: Contractor_038. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00543,P00543,Completion Certificate,2024-02-06,1060000.0,Contractor_006,"Cuttack, Odisha",,"Document for project P00543. Type: Completion Certificate. Amount: 1060000.0. Contractor: Contractor_006. Location: Cuttack, Odisha.",Completed
DOC00544,P00544,Inspection Report,2025-11-24,1168000.0,Contractor_038,"Darjeeling, West Bengal",,"Document for project P00544. Type: Inspection Report. Amount: 1168000.0. Contractor: Contractor_038. Location: Darjeeling, West Bengal.",In Progress
DOC00545,P00545,Sanction Letter,2025-10-27,3047000.0,Contractor_027,"Rajkot, Gujarat",,"Document for project P00545. Type: Sanction Letter. Amount: 3047000.0. Contractor: Contractor_027. Location: Rajkot, Gujarat.",Completed
DOC00546,P00546,Utilization Certificate,2026-03-17,1164000.0,Contractor_035,"Thrissur, Kerala",,"Document for project P00546. Type: Utilization Certificate. Amount: 1164000.0. Contractor: Contractor_035. Location: Thrissur, Kerala.",Delayed
DOC00547,P00547,Completion Certificate,2024-11-09,1435000.0,Contractor_050,"Bengaluru Urban, Karnataka",,"Document for project P00547. Type: Completion Certificate. Amount: 1435000.0. Contractor: Contractor_050. Location: Bengaluru Urban, Karnataka.",In Progress
DOC00548,P00548,Inspection Report,2024-01-05,2380000.0,Contractor_043,"Coimbatore, Tamil Nadu",,"Document for project P00548. Type: Inspection Report. Amount: 2380000.0. Contractor: Contractor_043. Location: Coimbatore, Tamil Nadu.",Delayed
DOC00549,P00549,Sanction Letter,2025-12-22,729000.0,Contractor_053,"Visakhapatnam, Andhra Pradesh",,"Document for project P00549. Type: Sanction Letter. Amount: 729000.0. Contractor: Contractor_053. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00550,P00550,Utilization Certificate,2024-12-07,612000.0,Contractor_026,"Bengaluru Urban, Karnataka",,"Document for project P00550. Type: Utilization Certificate. Amount: 612000.0. Contractor: Contractor_026. Location: Bengaluru Urban, Karnataka.",In Progress
DOC00551,P00551,Completion Certificate,2025-11-20,788750.0,Contractor_040,"Hyderabad, Telangana",,"Document for project P00551. Type: Completion Certificate. Amount: 788750.0. Contractor: Contractor_040. Location: Hyderabad, Telangana.",Delayed
DOC00552,P00552,Inspection Report,2025-11-11,3715000.0,Contractor_011,"Ahmedabad, Gujarat",,"Document for project P00552. Type: Inspection Report. Amount: 3715000.0. Contractor: Contractor_011. Location: Ahmedabad, Gujarat.",Delayed
DOC00553,P00553,Sanction Letter,2024-02-25,1198000.0,Contractor_053,"Howrah, West Bengal",,"Document for project P00553. Type: Sanction Letter. Amount: 1198000.0. Contractor: Contractor_053. Location: Howrah, West Bengal.",In Progress
DOC00554,P00554,Utilization Certificate,2024-04-19,845000.0,Contractor_029,"Dharwad, Karnataka",,"Document for project P00554. Type: Utilization Certificate. Amount: 845000.0. Contractor: Contractor_029. Location: Dharwad, Karnataka.",Delayed
DOC00555,P00555,Completion Certificate,2026-01-03,288000.0,Contractor_059,"Khordha, Odisha",,"Document for project P00555. Type: Completion Certificate. Amount: 288000.0. Contractor: Contractor_059. Location: Khordha, Odisha.",In Progress
DOC00556,P00556,Inspection Report,2024-04-09,817000.0,Contractor_053,"Vadodara, Gujarat",,"Document for project P00556. Type: Inspection Report. Amount: 817000.0. Contractor: Contractor_053. Location: Vadodara, Gujarat.",In Progress
DOC00557,P00557,Sanction Letter,2024-06-09,289000.0,Contractor_050,"Krishna, Andhra Pradesh",,"Document for project P00557. Type: Sanction Letter. Amount: 289000.0. Contractor: Contractor_050. Location: Krishna, Andhra Pradesh.",In Progress
DOC00558,P00558,Utilization Certificate,2025-09-04,1406000.0,Contractor_010,"Malda, West Bengal",,"Document for project P00558. Type: Utilization Certificate. Amount: 1406000.0. Contractor: Contractor_010. Location: Malda, West Bengal.",In Progress
DOC00559,P00559,Completion Certificate,2024-10-16,1449000.0,Contractor_024,"Nizamabad, Telangana",,"Document for project P00559. Type: Completion Certificate. Amount: 1449000.0. Contractor: Contractor_024. Location: Nizamabad, Telangana.",In Progress
DOC00560,P00560,Inspection Report,2024-12-29,2061000.0,Contractor_024,"Kozhikode, Kerala",,"Document for project P00560. Type: Inspection Report. Amount: 2061000.0. Contractor: Contractor_024. Location: Kozhikode, Kerala.",In Progress
DOC00561,P00561,Sanction Letter,2024-06-17,860000.0,Contractor_033,"Ganjam, Odisha",,"Document for project P00561. Type: Sanction Letter. Amount: 860000.0. Contractor: Contractor_033. Location: Ganjam, Odisha.",In Progress
DOC00562,P00562,Utilization Certificate,2024-12-19,1327000.0,Contractor_024,"Kolkata, West Bengal",,"Document for project P00562. Type: Utilization Certificate. Amount: 1327000.0. Contractor: Contractor_024. Location: Kolkata, West Bengal.",In Progress
DOC00563,P00563,Completion Certificate,2024-01-27,1494000.0,Contractor_033,"Warangal, Telangana",,"Document for project P00563. Type: Completion Certificate. Amount: 1494000.0. Contractor: Contractor_033. Location: Warangal, Telangana.",In Progress
DOC00564,P00564,Inspection Report,2024-07-02,1231000.0,Contractor_028,"Coimbatore, Tamil Nadu",,"Document for project P00564. Type: Inspection Report. Amount: 1231000.0. Contractor: Contractor_028. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00565,P00565,Sanction Letter,2025-11-26,497000.0,Contractor_002,"Surat, Gujarat",,"Document for project P00565. Type: Sanction Letter. Amount: 497000.0. Contractor: Contractor_002. Location: Surat, Gujarat.",Delayed
DOC00566,P00566,Utilization Certificate,2025-11-03,1331000.0,Contractor_028,"Chennai, Tamil Nadu",,"Document for project P00566. Type: Utilization Certificate. Amount: 1331000.0. Contractor: Contractor_028. Location: Chennai, Tamil Nadu.",In Progress
DOC00567,P00567,Completion Certificate,2026-02-14,3168000.0,Contractor_028,"Nagpur, Maharashtra",,"Document for project P00567. Type: Completion Certificate. Amount: 3168000.0. Contractor: Contractor_028. Location: Nagpur, Maharashtra.",Completed
DOC00568,P00568,Inspection Report,2025-12-13,645000.0,Contractor_005,"Howrah, West Bengal",,"Document for project P00568. Type: Inspection Report. Amount: 645000.0. Contractor: Contractor_005. Location: Howrah, West Bengal.",In Progress
DOC00569,P00569,Sanction Letter,2024-06-27,953000.0,Contractor_012,"Nashik, Maharashtra",,"Document for project P00569. Type: Sanction Letter. Amount: 953000.0. Contractor: Contractor_012. Location: Nashik, Maharashtra.",In Progress
DOC00570,P00570,Utilization Certificate,2026-04-03,2857000.0,Contractor_019,"Darjeeling, West Bengal",,"Document for project P00570. Type: Utilization Certificate. Amount: 2857000.0. Contractor: Contractor_019. Location: Darjeeling, West Bengal.",Completed
DOC00571,P00571,Completion Certificate,2024-08-25,13644000.0,Contractor_003,"Vadodara, Gujarat",,"Document for project P00571. Type: Completion Certificate. Amount: 13644000.0. Contractor: Contractor_003. Location: Vadodara, Gujarat.",In Progress
DOC00572,P00572,Inspection Report,2025-12-20,2240000.0,Contractor_060,"Jaipur, Rajasthan",,"Document for project P00572. Type: Inspection Report. Amount: 2240000.0. Contractor: Contractor_060. Location: Jaipur, Rajasthan.",Delayed
DOC00573,P00573,Sanction Letter,2026-01-05,1035000.0,Contractor_005,"Mysuru, Karnataka",,"Document for project P00573. Type: Sanction Letter. Amount: 1035000.0. Contractor: Contractor_005. Location: Mysuru, Karnataka.",In Progress
DOC00574,P00574,Utilization Certificate,2025-02-03,1436000.0,Contractor_006,"Belagavi, Karnataka",,"Document for project P00574. Type: Utilization Certificate. Amount: 1436000.0. Contractor: Contractor_006. Location: Belagavi, Karnataka.",In Progress
DOC00575,P00575,Completion Certificate,2024-08-29,1246000.0,Contractor_024,"Nagpur, Maharashtra",,"Document for project P00575. Type: Completion Certificate. Amount: 1246000.0. Contractor: Contractor_024. Location: Nagpur, Maharashtra.",In Progress
DOC00576,P00576,Inspection Report,2025-02-28,1082000.0,Contractor_057,"Howrah, West Bengal",,"Document for project P00576. Type: Inspection Report. Amount: 1082000.0. Contractor: Contractor_057. Location: Howrah, West Bengal.",In Progress
DOC00577,P00577,Sanction Letter,2025-01-02,364000.0,Contractor_041,"Surat, Gujarat",,"Document for project P00577. Type: Sanction Letter. Amount: 364000.0. Contractor: Contractor_041. Location: Surat, Gujarat.",In Progress
DOC00578,P00578,Utilization Certificate,2025-01-28,2676000.0,Contractor_056,"Mysuru, Karnataka",,"Document for project P00578. Type: Utilization Certificate. Amount: 2676000.0. Contractor: Contractor_056. Location: Mysuru, Karnataka.",In Progress
DOC00579,P00579,Completion Certificate,2024-04-26,1996000.0,Contractor_033,"Pune, Maharashtra",,"Document for project P00579. Type: Completion Certificate. Amount: 1996000.0. Contractor: Contractor_033. Location: Pune, Maharashtra.",In Progress
DOC00580,P00580,Inspection Report,2024-06-25,792000.0,Contractor_026,"Jaipur, Rajasthan",,"Document for project P00580. Type: Inspection Report. Amount: 792000.0. Contractor: Contractor_026. Location: Jaipur, Rajasthan.",Completed
DOC00581,P00581,Sanction Letter,2025-01-03,1812000.0,Contractor_038,"Aurangabad, Maharashtra",,"Document for project P00581. Type: Sanction Letter. Amount: 1812000.0. Contractor: Contractor_038. Location: Aurangabad, Maharashtra.",In Progress
DOC00582,P00582,Utilization Certificate,2025-10-27,562000.0,Contractor_019,"Ganjam, Odisha",,"Document for project P00582. Type: Utilization Certificate. Amount: 562000.0. Contractor: Contractor_019. Location: Ganjam, Odisha.",In Progress
DOC00583,P00583,Completion Certificate,2025-05-24,994000.0,Contractor_049,"Kollam, Kerala",,"Document for project P00583. Type: Completion Certificate. Amount: 994000.0. Contractor: Contractor_049. Location: Kollam, Kerala.",In Progress
DOC00584,P00584,Inspection Report,2024-05-10,1274000.0,Contractor_016,"Jaipur, Rajasthan",,"Document for project P00584. Type: Inspection Report. Amount: 1274000.0. Contractor: Contractor_016. Location: Jaipur, Rajasthan.",In Progress
DOC00585,P00585,Sanction Letter,2025-02-05,3037000.0,Contractor_025,"Vadodara, Gujarat",,"Document for project P00585. Type: Sanction Letter. Amount: 3037000.0. Contractor: Contractor_025. Location: Vadodara, Gujarat.",In Progress
DOC00586,P00586,Utilization Certificate,2025-09-17,2455000.0,Contractor_055,"Pune, Maharashtra",,"Document for project P00586. Type: Utilization Certificate. Amount: 2455000.0. Contractor: Contractor_055. Location: Pune, Maharashtra.",In Progress
DOC00587,P00587,Completion Certificate,2024-07-28,800000.0,Contractor_001,"Mysuru, Karnataka",,"Document for project P00587. Type: Completion Certificate. Amount: 800000.0. Contractor: Contractor_001. Location: Mysuru, Karnataka.",In Progress
DOC00588,P00588,Inspection Report,2026-04-22,2266000.0,Contractor_012,"Chennai, Tamil Nadu",,"Document for project P00588. Type: Inspection Report. Amount: 2266000.0. Contractor: Contractor_012. Location: Chennai, Tamil Nadu.",In Progress
DOC00589,P00589,Sanction Letter,2026-02-16,544000.0,Contractor_054,"Belagavi, Karnataka",,"Document for project P00589. Type: Sanction Letter. Amount: 544000.0. Contractor: Contractor_054. Location: Belagavi, Karnataka.",In Progress
DOC00590,P00590,Utilization Certificate,2024-05-06,952000.0,Contractor_004,"Malda, West Bengal",,"Document for project P00590. Type: Utilization Certificate. Amount: 952000.0. Contractor: Contractor_004. Location: Malda, West Bengal.",In Progress
DOC00591,P00591,Completion Certificate,2024-02-07,1168000.0,Contractor_019,"Mysuru, Karnataka",,"Document for project P00591. Type: Completion Certificate. Amount: 1168000.0. Contractor: Contractor_019. Location: Mysuru, Karnataka.",Completed
DOC00592,P00592,Inspection Report,2025-01-16,510000.0,Contractor_044,"Kolkata, West Bengal",,"Document for project P00592. Type: Inspection Report. Amount: 510000.0. Contractor: Contractor_044. Location: Kolkata, West Bengal.",In Progress
DOC00593,P00593,Sanction Letter,2025-12-19,379000.0,Contractor_049,"Cuttack, Odisha",,"Document for project P00593. Type: Sanction Letter. Amount: 379000.0. Contractor: Contractor_049. Location: Cuttack, Odisha.",Delayed
DOC00594,P00594,Utilization Certificate,2025-12-26,745000.0,Contractor_056,"Krishna, Andhra Pradesh",,"Document for project P00594. Type: Utilization Certificate. Amount: 745000.0. Contractor: Contractor_056. Location: Krishna, Andhra Pradesh.",Completed
DOC00595,P00595,Completion Certificate,2025-03-02,3164000.0,Contractor_055,"Darjeeling, West Bengal",,"Document for project P00595. Type: Completion Certificate. Amount: 3164000.0. Contractor: Contractor_055. Location: Darjeeling, West Bengal.",In Progress
DOC00596,P00596,Inspection Report,2026-04-03,2072000.0,Contractor_002,"Rajkot, Gujarat",,"Document for project P00596. Type: Inspection Report. Amount: 2072000.0. Contractor: Contractor_002. Location: Rajkot, Gujarat.",Delayed
DOC00597,P00597,Sanction Letter,2025-03-12,1519000.0,Contractor_025,"Kota, Rajasthan",,"Document for project P00597. Type: Sanction Letter. Amount: 1519000.0. Contractor: Contractor_025. Location: Kota, Rajasthan.",In Progress
DOC00598,P00598,Utilization Certificate,2024-01-15,490000.0,Contractor_019,"Warangal, Telangana",,"Document for project P00598. Type: Utilization Certificate. Amount: 490000.0. Contractor: Contractor_019. Location: Warangal, Telangana.",In Progress
DOC00599,P00599,Completion Certificate,2024-08-06,1517000.0,Contractor_035,"Madurai, Tamil Nadu",,"Document for project P00599. Type: Completion Certificate. Amount: 1517000.0. Contractor: Contractor_035. Location: Madurai, Tamil Nadu.",Completed
DOC00600,P00600,Inspection Report,2024-01-03,1904000.0,Contractor_037,"Nagpur, Maharashtra",,"Document for project P00600. Type: Inspection Report. Amount: 1904000.0. Contractor: Contractor_037. Location: Nagpur, Maharashtra.",Delayed
DOC00601,P00601,Sanction Letter,2025-05-07,1045000.0,Different Contractor,Different Location,,Document for project P00601. Type: Sanction Letter. Amount: 1045000.0. Contractor: Different Contractor. Location: Different Location.,Completed
DOC00602,P00602,Utilization Certificate,2025-06-17,815000.0,Contractor_031,"Howrah, West Bengal",,"Document for project P00602. Type: Utilization Certificate. Amount: 815000.0. Contractor: Contractor_031. Location: Howrah, West Bengal.",In Progress
DOC00603,P00603,Completion Certificate,2024-11-16,1915000.0,Contractor_057,"Belagavi, Karnataka",,"Document for project P00603. Type: Completion Certificate. Amount: 1915000.0. Contractor: Contractor_057. Location: Belagavi, Karnataka.",In Progress
DOC00604,P00604,Inspection Report,2025-11-16,1851000.0,Contractor_003,"Darjeeling, West Bengal",,"Document for project P00604. Type: Inspection Report. Amount: 1851000.0. Contractor: Contractor_003. Location: Darjeeling, West Bengal.",Completed
DOC00605,P00605,Sanction Letter,2026-01-27,592000.0,Contractor_002,"Nagpur, Maharashtra",,"Document for project P00605. Type: Sanction Letter. Amount: 592000.0. Contractor: Contractor_002. Location: Nagpur, Maharashtra.",In Progress
DOC00606,P00606,Utilization Certificate,2025-04-19,1588000.0,Contractor_029,"Kota, Rajasthan",,"Document for project P00606. Type: Utilization Certificate. Amount: 1588000.0. Contractor: Contractor_029. Location: Kota, Rajasthan.",In Progress
DOC00607,P00607,Completion Certificate,2025-04-18,207000.0,Contractor_036,"Madurai, Tamil Nadu",,"Document for project P00607. Type: Completion Certificate. Amount: 207000.0. Contractor: Contractor_036. Location: Madurai, Tamil Nadu.",In Progress
DOC00608,P00608,Inspection Report,2024-05-11,3695000.0,Contractor_022,"Chennai, Tamil Nadu",,"Document for project P00608. Type: Inspection Report. Amount: 3695000.0. Contractor: Contractor_022. Location: Chennai, Tamil Nadu.",In Progress
DOC00609,P00609,Sanction Letter,2024-11-18,1046000.0,Contractor_040,"Jodhpur, Rajasthan",,"Document for project P00609. Type: Sanction Letter. Amount: 1046000.0. Contractor: Contractor_040. Location: Jodhpur, Rajasthan.",In Progress
DOC00610,P00610,Utilization Certificate,2025-12-26,1779000.0,Contractor_009,"Thrissur, Kerala",,"Document for project P00610. Type: Utilization Certificate. Amount: 1779000.0. Contractor: Contractor_009. Location: Thrissur, Kerala.",In Progress
DOC00611,P00611,Completion Certificate,2024-01-08,510000.0,Contractor_002,"Pune, Maharashtra",,"Document for project P00611. Type: Completion Certificate. Amount: 510000.0. Contractor: Contractor_002. Location: Pune, Maharashtra.",In Progress
DOC00612,P00612,Inspection Report,2025-01-07,470000.0,Contractor_058,"Kollam, Kerala",,"Document for project P00612. Type: Inspection Report. Amount: 470000.0. Contractor: Contractor_058. Location: Kollam, Kerala.",In Progress
DOC00613,P00613,Sanction Letter,2025-06-30,3307000.0,Contractor_004,"Cuttack, Odisha",,"Document for project P00613. Type: Sanction Letter. Amount: 3307000.0. Contractor: Contractor_004. Location: Cuttack, Odisha.",In Progress
DOC00614,P00614,Utilization Certificate,2024-12-01,1484000.0,Contractor_006,"Kozhikode, Kerala",,"Document for project P00614. Type: Utilization Certificate. Amount: 1484000.0. Contractor: Contractor_006. Location: Kozhikode, Kerala.",Delayed
DOC00615,P00615,Completion Certificate,2025-09-03,1126000.0,Contractor_059,"Warangal, Telangana",,"Document for project P00615. Type: Completion Certificate. Amount: 1126000.0. Contractor: Contractor_059. Location: Warangal, Telangana.",Completed
DOC00616,P00616,Inspection Report,2024-05-14,672000.0,Contractor_041,"Visakhapatnam, Andhra Pradesh",,"Document for project P00616. Type: Inspection Report. Amount: 672000.0. Contractor: Contractor_041. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00617,P00617,Sanction Letter,2024-05-22,1264000.0,Contractor_002,"Kota, Rajasthan",,"Document for project P00617. Type: Sanction Letter. Amount: 1264000.0. Contractor: Contractor_002. Location: Kota, Rajasthan.",In Progress
DOC00618,P00618,Utilization Certificate,2026-03-06,1032000.0,Contractor_046,"Nashik, Maharashtra",,"Document for project P00618. Type: Utilization Certificate. Amount: 1032000.0. Contractor: Contractor_046. Location: Nashik, Maharashtra.",Completed
DOC00619,P00619,Completion Certificate,2024-08-06,1601000.0,Contractor_031,"Thrissur, Kerala",,"Document for project P00619. Type: Completion Certificate. Amount: 1601000.0. Contractor: Contractor_031. Location: Thrissur, Kerala.",In Progress
DOC00620,P00620,Inspection Report,2024-10-15,1244000.0,Contractor_035,"Nizamabad, Telangana",,"Document for project P00620. Type: Inspection Report. Amount: 1244000.0. Contractor: Contractor_035. Location: Nizamabad, Telangana.",Completed
DOC00621,P00621,Sanction Letter,2024-04-28,885000.0,Contractor_006,"Coimbatore, Tamil Nadu",,"Document for project P00621. Type: Sanction Letter. Amount: 885000.0. Contractor: Contractor_006. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00622,P00622,Utilization Certificate,2024-10-28,1454000.0,Contractor_009,"Madurai, Tamil Nadu",,"Document for project P00622. Type: Utilization Certificate. Amount: 1454000.0. Contractor: Contractor_009. Location: Madurai, Tamil Nadu.",Delayed
DOC00623,P00623,Completion Certificate,2024-01-23,1244000.0,Contractor_044,"Madurai, Tamil Nadu",,"Document for project P00623. Type: Completion Certificate. Amount: 1244000.0. Contractor: Contractor_044. Location: Madurai, Tamil Nadu.",Completed
DOC00624,P00624,Inspection Report,2024-08-12,858000.0,Contractor_050,"Jodhpur, Rajasthan",,"Document for project P00624. Type: Inspection Report. Amount: 858000.0. Contractor: Contractor_050. Location: Jodhpur, Rajasthan.",Completed
DOC00625,P00625,Sanction Letter,2025-05-26,2050000.0,Contractor_050,"Ernakulam, Kerala",,"Document for project P00625. Type: Sanction Letter. Amount: 2050000.0. Contractor: Contractor_050. Location: Ernakulam, Kerala.",In Progress
DOC00626,P00626,Utilization Certificate,2024-11-10,704000.0,Contractor_006,"Kota, Rajasthan",,"Document for project P00626. Type: Utilization Certificate. Amount: 704000.0. Contractor: Contractor_006. Location: Kota, Rajasthan.",In Progress
DOC00627,P00627,Completion Certificate,2025-09-30,817000.0,Contractor_003,"Darjeeling, West Bengal",,"Document for project P00627. Type: Completion Certificate. Amount: 817000.0. Contractor: Contractor_003. Location: Darjeeling, West Bengal.",In Progress
DOC00628,P00628,Inspection Report,2025-09-06,1890000.0,Contractor_016,"Kolkata, West Bengal",,"Document for project P00628. Type: Inspection Report. Amount: 1890000.0. Contractor: Contractor_016. Location: Kolkata, West Bengal.",In Progress
DOC00629,P00629,Sanction Letter,2025-04-11,1196000.0,Contractor_043,"Surat, Gujarat",,"Document for project P00629. Type: Sanction Letter. Amount: 1196000.0. Contractor: Contractor_043. Location: Surat, Gujarat.",In Progress
DOC00630,P00630,Utilization Certificate,2025-06-21,1525000.0,Contractor_047,"Pune, Maharashtra",,"Document for project P00630. Type: Utilization Certificate. Amount: 1525000.0. Contractor: Contractor_047. Location: Pune, Maharashtra.",In Progress
DOC00631,P00631,Completion Certificate,2024-03-22,614000.0,Contractor_051,"Coimbatore, Tamil Nadu",,"Document for project P00631. Type: Completion Certificate. Amount: 614000.0. Contractor: Contractor_051. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00632,P00632,Inspection Report,2024-01-24,2735000.0,Contractor_060,"Belagavi, Karnataka",,"Document for project P00632. Type: Inspection Report. Amount: 2735000.0. Contractor: Contractor_060. Location: Belagavi, Karnataka.",In Progress
DOC00633,P00633,Sanction Letter,2025-05-23,932000.0,Contractor_010,"Vadodara, Gujarat",,"Document for project P00633. Type: Sanction Letter. Amount: 932000.0. Contractor: Contractor_010. Location: Vadodara, Gujarat.",In Progress
DOC00634,P00634,Utilization Certificate,2024-11-28,393000.0,Contractor_051,"Udaipur, Rajasthan",,"Document for project P00634. Type: Utilization Certificate. Amount: 393000.0. Contractor: Contractor_051. Location: Udaipur, Rajasthan.",In Progress
DOC00635,P00635,Completion Certificate,2024-01-02,2261000.0,Contractor_032,"Guntur, Andhra Pradesh",,"Document for project P00635. Type: Completion Certificate. Amount: 2261000.0. Contractor: Contractor_032. Location: Guntur, Andhra Pradesh.",Completed
DOC00636,P00636,Inspection Report,2025-04-15,2944000.0,Contractor_040,"Ernakulam, Kerala",,"Document for project P00636. Type: Inspection Report. Amount: 2944000.0. Contractor: Contractor_040. Location: Ernakulam, Kerala.",Completed
DOC00637,P00637,Sanction Letter,2024-01-01,1235000.0,Contractor_014,"Rajkot, Gujarat",,"Document for project P00637. Type: Sanction Letter. Amount: 1235000.0. Contractor: Contractor_014. Location: Rajkot, Gujarat.",Completed
DOC00638,P00638,Utilization Certificate,2024-06-16,453000.0,Contractor_059,"Visakhapatnam, Andhra Pradesh",,"Document for project P00638. Type: Utilization Certificate. Amount: 453000.0. Contractor: Contractor_059. Location: Visakhapatnam, Andhra Pradesh.",Delayed
DOC00639,P00639,Completion Certificate,2024-11-09,796000.0,Contractor_053,"Pune, Maharashtra",,"Document for project P00639. Type: Completion Certificate. Amount: 796000.0. Contractor: Contractor_053. Location: Pune, Maharashtra.",In Progress
DOC00640,P00640,Inspection Report,2024-02-22,1771000.0,Contractor_037,"Warangal, Telangana",,"Document for project P00640. Type: Inspection Report. Amount: 1771000.0. Contractor: Contractor_037. Location: Warangal, Telangana.",In Progress
DOC00641,P00641,Sanction Letter,2025-11-08,1536000.0,Contractor_053,"Nashik, Maharashtra",,"Document for project P00641. Type: Sanction Letter. Amount: 1536000.0. Contractor: Contractor_053. Location: Nashik, Maharashtra.",In Progress
DOC00642,P00642,Utilization Certificate,2025-10-05,2227000.0,Contractor_055,"Vadodara, Gujarat",,"Document for project P00642. Type: Utilization Certificate. Amount: 2227000.0. Contractor: Contractor_055. Location: Vadodara, Gujarat.",In Progress
DOC00643,P00643,Completion Certificate,2025-02-11,452000.0,Contractor_022,"Warangal, Telangana",,"Document for project P00643. Type: Completion Certificate. Amount: 452000.0. Contractor: Contractor_022. Location: Warangal, Telangana.",In Progress
DOC00644,P00644,Inspection Report,2025-04-27,910000.0,Contractor_036,"Vadodara, Gujarat",,"Document for project P00644. Type: Inspection Report. Amount: 910000.0. Contractor: Contractor_036. Location: Vadodara, Gujarat.",In Progress
