inspection_id,project_id,inspection_date,inspection_score,inspection_status,remarks
INSP00820,P00820,2024-12-10,85,Passed,Project inspection satisfactory
INSP00821,P00821,2026-01-08,85,Passed,Project inspection satisfactory
INSP00822,P00822,2024-10-10,85,Passed,Project inspection satisfactory
INSP00823,P00823,2024-04-19,85,Passed,Project inspection satisfactory
INSP00824,P00824,2024-07-18,85,Passed,Project inspection satisfactory
INSP00825,P00825,2025-09-22,85,Passed,Project inspection satisfactory
INSP00826,P00826,2025-12-29,85,Passed,Project inspection satisfactory
INSP00827,P00827,2024-08-16,85,Passed,Project inspection satisfactory
INSP00828,P00828,2025-06-25,85,Passed,Project inspection satisfactory
INSP00829,P00829,2024-11-18,85,Passed,Project inspection satisfactory
INSP00830,P00830,2024-12-22,85,Passed,Project inspection satisfactory
INSP00831,P00831,2024-06-04,85,Passed,Project inspection satisfactory
INSP00832,P00832,2024-04-04,85,Passed,Project inspection satisfactory
INSP00833,P00833,2025-03-28,85,Passed,Project inspection satisfactory
INSP00834,P00834,2024-11-05,85,Passed,Project inspection satisfactory
INSP00835,P00835,2024-01-16,85,Passed,Project inspection satisfactory
INSP00836,P00836,2025-12-12,85,Passed,Project inspection satisfactory
INSP00837,P00837,2024-11-12,85,Passed,Project inspection satisfactory
INSP00838,P00838,2025-06-24,85,Passed,Project inspection satisfactory
INSP00839,P00839,2025-01-10,85,Passed,Project inspection satisfactory
INSP00840,P00840,2024-03-05,85,Passed,Project inspection satisfactory
INSP00841,P00841,2026-05-03,45,Needs Improvement,Physical progress requires verification
INSP00842,P00842,2025-08-30,85,Passed,Project inspection satisfactory
INSP00843,P00843,2025-05-09,85,Passed,Project inspection satisfactory
INSP00844,P00844,2024-06-04,85,Passed,Project inspection satisfactory
INSP00845,P00845,2025-04-05,85,Passed,Project inspection satisfactory
INSP00846,P00846,2025-01-02,85,Passed,Project inspection satisfactory
INSP00847,P00847,2025-12-19,85,Passed,Project inspection satisfactory
INSP00848,P00848,2025-06-08,85,Passed,Project inspection satisfactory
INSP00849,P00849,2025-10-27,85,Passed,Project inspection satisfactory
INSP00850,P00850,2025-02-08,85,Passed,Project inspection satisfactory
INSP00851,P00851,2025-12-29,85,Passed,Project inspection satisfactory
INSP00852,P00852,2025-04-01,85,Passed,Project inspection satisfactory
INSP00853,P00853,2026-04-07,85,Passed,Project inspection satisfactory
INSP00854,P00854,2025-06-07,85,Passed,Project inspection satisfactory
INSP00855,P00855,2025-04-27,85,Passed,Project inspection satisfactory
INSP00856,P00856,2025-04-16,35,Failed,Work quality below expected standard
INSP00857,P00857,2024-06-11,85,Passed,Project inspection satisfactory
INSP00858,P00858,2025-04-27,85,Passed,Project inspection satisfactory
INSP00859,P00859,2025-09-13,85,Passed,Project inspection satisfactory
INSP00860,P00860,2024-12-13,85,Passed,Project inspection satisfactory
INSP00861,P00861,2025-07-05,85,Passed,Project inspection satisfactory
INSP00862,P00862,2024-08-10,85,Passed,Project inspection satisfactory
INSP00863,P00863,2025-03-20,85,Passed,Project inspection satisfactory
INSP00864,P00864,2026-02-28,85,Passed,Project inspection satisfactory
INSP00865,P00865,2024-08-31,85,Passed,Project inspection satisfactory
INSP00866,P00866,2024-11-14,85,Passed,Project inspection satisfactory
INSP00867,P00867,2025-11-30,85,Passed,Project inspection satisfactory
INSP00868,P00868,2024-04-21,85,Passed,Project inspection satisfactory
INSP00869,P00869,2024-05-06,85,Passed,Project inspection satisfactory
INSP00870,P00870,2024-06-24,85,Passed,Project inspection satisfactory
INSP00871,P00871,2025-07-02,85,Passed,Project inspection satisfactory
INSP00872,P00872,2025-10-03,85,Passed,Project inspection satisfactory
INSP00873,P00873,2025-07-12,85,Passed,Project inspection satisfactory
INSP00874,P00874,2025-03-09,85,Passed,Project inspection satisfactory
INSP00875,P00875,2025-01-06,85,Passed,Project inspection satisfactory
INSP00876,P00876,2026-05-06,85,Passed,Project inspection satisfactory
INSP00877,P00877,2024-12-19,85,Passed,Project inspection satisfactory
INSP00878,P00878,2024-05-19,85,Passed,Project inspection satisfactory
INSP00879,P00879,2024-03-06,85,Passed,Project inspection satisfactory
INSP00880,P00880,2024-12-19,85,Passed,Project inspection satisfactory
INSP00881,P00881,2025-02-23,25,Failed,Project site requires detailed investigation
INSP00882,P00882,2024-06-08,85,Passed,Project inspection satisfactory
INSP00883,P00883,2025-11-23,85,Passed,Project inspection satisfactory
INSP00884,P00884,2025-01-17,85,Passed,Project inspection satisfactory
INSP00885,P00885,2024-08-10,85,Passed,Project inspection satisfactory
INSP00886,P00886,2025-07-22,85,Passed,Project inspection satisfactory
INSP00887,P00887,2024-07-12,85,Passed,Project inspection satisfactory
INSP00888,P00888,2024-12-19,85,Passed,Project inspection satisfactory
INSP00889,P00889,2024-10-01,85,Passed,Project inspection satisfactory
INSP00890,P00890,2026-02-24,85,Passed,Project inspection satisfactory
INSP00891,P00891,2026-01-02,85,Passed,Project inspection satisfactory
INSP00892,P00892,2025-04-25,85,Passed,Project inspection satisfactory
INSP00893,P00893,2025-07-24,85,Passed,Project inspection satisfactory
INSP00894,P00894,2025-11-09,85,Passed,Project inspection satisfactory
INSP00895,P00895,2024-11-06,85,Passed,Project inspection satisfactory
INSP00896,P00896,2025-05-13,85,Passed,Project inspection satisfactory
INSP00897,P00897,2024-06-30,85,Passed,Project inspection satisfactory
INSP00898,P00898,2026-02-05,85,Passed,Project inspection satisfactory
INSP00899,P00899,2024-02-14,85,Passed,Project inspection satisfactory
INSP00900,P00900,2026-01-26,85,Passed,Project inspection satisfactory
INSP00901,P00901,2024-02-10,35,Failed,Work quality below expected standard
INSP00902,P00902,2025-10-04,85,Passed,Project inspection satisfactory
INSP00903,P00903,2025-06-21,85,Passed,Project inspection satisfactory
INSP00904,P00904,2024-04-09,85,Passed,Project inspection satisfactory
INSP00905,P00905,2024-10-21,85,Passed,Project inspection satisfactory
INSP00906,P00906,2025-09-14,85,Passed,Project inspection satisfactory
INSP00907,P00907,2025-03-18,85,Passed,Project inspection satisfactory
INSP00908,P00908,2024-10-02,85,Passed,Project inspection satisfactory
INSP00909,P00909,2024-04-13,85,Passed,Project inspection satisfactory
INSP00910,P00910,2024-10-19,85,Passed,Project inspection satisfactory
INSP00911,P00911,2024-06-06,85,Passed,Project inspection satisfactory
INSP00912,P00912,2024-12-12,85,Passed,Project inspection satisfactory
INSP00913,P00913,2024-06-07,85,Passed,Project inspection satisfactory
INSP00914,P00914,2024-05-28,85,Passed,Project inspection satisfactory
INSP00915,P00915,2024-07-26,85,Passed,Project inspection satisfactory
INSP00916,P00916,2024-11-23,85,Passed,Project inspection satisfactory
INSP00917,P00917,2024-07-19,85,Passed,Project inspection satisfactory
INSP00918,P00918,2025-02-25,85,Passed,Project inspection satisfactory
INSP00919,P00919,2024-05-07,85,Passed,Project inspection satisfactory
INSP00920,P00920,2024-11-04,85,Passed,Project inspection satisfactory
INSP00921,P00921,2026-03-31,85,Passed,Project inspection satisfactory
INSP00922,P00922,2024-03-26,85,Passed,Project inspection satisfactory
INSP00923,P00923,2024-11-01,85,Passed,Project inspection satisfactory
INSP00924,P00924,2025-06-28,85,Passed,Project inspection satisfactory
INSP00925,P00925,2024-11-10,85,Passed,Project inspection satisfactory
INSP00926,P00926,2025-11-23,85,Passed,Project inspection satisfactory
INSP00927,P00927,2025-10-20,85,Passed,Project inspection satisfactory
INSP00928,P00928,2024-07-29,85,Passed,Project inspection satisfactory
INSP00929,P00929,2024-10-05,85,Passed,Project inspection satisfactory
INSP00930,P00930,2024-09-22,85,Passed,Project inspection satisfactory
INSP00931,P00931,2024-05-04,85,Passed,Project inspection satisfactory
INSP00932,P00932,2026-02-05,85,Passed,Project inspection satisfactory
INSP00933,P00933,2025-01-05,85,Passed,Project inspection satisfactory
INSP00934,P00934,2024-05-02,85,Passed,Project inspection satisfactory
INSP00935,P00935,2025-11-27,85,Passed,Project inspection satisfactory
INSP00936,P00936,2025-12-29,85,Passed,Project inspection satisfactory
INSP00937,P00937,2024-01-26,85,Passed,Project inspection satisfactory
INSP00938,P00938,2025-10-03,85,Passed,Project inspection satisfactory
INSP00939,P00939,2025-11-14,85,Passed,Project inspection satisfactory
INSP00940,P00940,2024-08-14,85,Passed,Project inspection satisfactory
INSP00941,P00941,2024-05-11,85,Passed,Project inspection satisfactory
INSP00942,P00942,2025-11-25,85,Passed,Project inspection satisfactory
INSP00943,P00943,2024-04-30,85,Passed,Project inspection satisfactory
INSP00944,P00944,2024-08-22,85,Passed,Project inspection satisfactory
INSP00945,P00945,2024-09-20,85,Passed,Project inspection satisfactory
INSP00946,P00946,2024-02-10,35,Failed,Work quality below expected standard
INSP00947,P00947,2025-04-03,85,Passed,Project inspection satisfactory
INSP00948,P00948,2024-06-28,85,Passed,Project inspection satisfactory
INSP00949,P00949,2024-06-26,85,Passed,Project inspection satisfactory
INSP00950,P00950,2025-07-04,85,Passed,Project inspection satisfactory
INSP00951,P00951,2024-11-17,85,Passed,Project inspection satisfactory
INSP00952,P00952,2025-11-06,85,Passed,Project inspection satisfactory
INSP00953,P00953,2024-01-27,85,Passed,Project inspection satisfactory
INSP00954,P00954,2025-09-11,85,Passed,Project inspection satisfactory
INSP00955,P00955,2024-08-04,85,Passed,Project inspection satisfactory
INSP00956,P00956,2026-03-02,85,Passed,Project inspection satisfactory
INSP00957,P00957,2024-06-07,85,Passed,Project inspection satisfactory
INSP00958,P00958,2025-01-02,85,Passed,Project inspection satisfactory
INSP00959,P00959,2024-05-08,85,Passed,Project inspection satisfactory
INSP00960,P00960,2026-02-12,85,Passed,Project inspection satisfactory
INSP00961,P00961,2026-01-27,45,Needs Improvement,Physical progress requires verification
INSP00962,P00962,2025-05-16,85,Passed,Project inspection satisfactory
INSP00963,P00963,2025-07-04,85,Passed,Project inspection satisfactory
INSP00964,P00964,2024-10-10,85,Passed,Project inspection satisfactory
INSP00965,P00965,2025-08-26,85,Passed,Project inspection satisfactory
INSP00966,P00966,2024-02-05,85,Passed,Project inspection satisfactory
INSP00967,P00967,2024-04-02,85,Passed,Project inspection satisfactory
INSP00968,P00968,2026-04-27,85,Passed,Project inspection satisfactory
INSP00969,P00969,2025-10-21,85,Passed,Project inspection satisfactory
INSP00970,P00970,2025-01-14,85,Passed,Project inspection satisfactory
INSP00971,P00971,2024-02-09,85,Passed,Project inspection satisfactory
INSP00972,P00972,2026-04-26,85,Passed,Project inspection satisfactory
INSP00973,P00973,2025-10-28,85,Passed,Project inspection satisfactory
INSP00974,P00974,2025-02-10,85,Passed,Project inspection satisfactory
INSP00975,P00975,2024-08-09,85,Passed,Project inspection satisfactory
INSP00976,P00976,2025-02-19,85,Passed,Project inspection satisfactory
INSP00977,P00977,2026-03-18,85,Passed,Project inspection satisfactory
INSP00978,P00978,2024-08-10,85,Passed,Project inspection satisfactory
INSP00979,P00979,2024-09-23,85,Passed,Project inspection satisfactory
INSP00980,P00980,2025-01-10,85,Passed,Project inspection satisfactory
INSP00981,P00981,2024-10-17,85,Passed,Project inspection satisfactory
INSP00982,P00982,2026-02-18,85,Passed,Project inspection satisfactory
INSP00983,P00983,2025-06-30,85,Passed,Project inspection satisfactory
INSP00984,P00984,2024-02-23,85,Passed,Project inspection satisfactory
INSP00985,P00985,2024-10-22,85,Passed,Project inspection satisfactory
INSP00986,P00986,2024-08-03,85,Passed,Project inspection satisfactory
INSP00987,P00987,2024-12-18,85,Passed,Project inspection satisfactory
INSP00988,P00988,2025-07-18,85,Passed,Project inspection satisfactory
INSP00989,P00989,2024-09-18,85,Passed,Project inspection satisfactory
INSP00990,P00990,2024-04-25,85,Passed,Project inspection satisfactory
INSP00991,P00991,2026-04-06,35,Failed,Work quality below expected standard
INSP00992,P00992,2025-04-26,85,Passed,Project inspection satisfactory
INSP00993,P00993,2025-06-06,85,Passed,Project inspection satisfactory
INSP00994,P00994,2025-05-16,85,Passed,Project inspection satisfactory
INSP00995,P00995,2025-06-11,85,Passed,Project inspection satisfactory
INSP00996,P00996,2024-02-14,85,Passed,Project inspection satisfactory
INSP00997,P00997,2025-08-02,85,Passed,Project inspection satisfactory
INSP00998,P00998,2025-10-24,85,Passed,Project inspection satisfactory
INSP00999,P00999,2026-01-13,85,Passed,Project inspection satisfactory
INSP01000,P01000,2025-11-25,85,Passed,Project inspection satisfactory
